,BEER,NONALCOHOL,BURGER,HOTDOG,TW1,TW2,TW3
1896,4,1,1,3,1,0,0
1898,2,1,0,2,1,0,1
1899,2,2,2,0,1,0,0
1900,2,4,1,0,0,0,1
1902,4,4,0,3,0,1,1
1903,3,4,1,3,0,1,0
1904,2,2,2,1,1,1,1
1905,0,3,0,1,0,0,1
1906,2,4,2,3,1,0,1
1907,4,3,3,0,0,1,1
1908,1,1,2,2,0,1,1
1909,6,1,1,0,0,0,1
1911,3,3,0,1,1,0,1
1912,2,3,1,1,0,0,1
1913,2,1,2,1,0,1,1
1914,5,4,2,0,1,0,0
1915,0,3,1,1,1,0,1
1916,3,2,1,1,0,1,1
1917,3,2,2,0,0,1,1
1918,3,3,0,2,1,1,1
1919,2,2,1,0,1,1,1
1920,2,3,1,3,1,0,1
1921,2,3,0,0,0,0,1
1922,0,2,0,1,1,1,1
1923,1,0,0,1,1,0,1
1924,0,4,1,0,0,0,1
1925,2,6,2,0,1,1,0
1927,2,3,1,2,0,1,1
1928,2,4,1,0,0,0,1
1929,2,2,0,1,0,0,1
1930,2,4,0,1,0,1,1
1931,1,0,0,1,1,1,0
1932,3,4,0,1,1,0,1
1934,4,2,1,3,1,1,1
1935,2,3,1,2,0,0,1
1936,2,0,1,1,1,1,1
1937,3,1,0,2,1,0,1
1938,1,2,2,1,0,0,1
1939,3,2,2,3,0,1,0
1940,3,2,1,1,1,0,1
1941,3,0,1,1,1,0,0
1942,3,3,1,3,0,0,1
1943,3,1,0,0,0,1,0
1945,3,2,0,1,0,0,1
1947,2,1,1,3,0,1,0
1948,2,1,1,0,0,1,1
1949,4,4,2,0,0,1,0
1951,10,10,2,2,0,0,1
1952,6,4,0,0,0,0,1
1953,8,4,0,2,0,1,1
1954,2,4,0,2,0,1,1
1955,6,12,2,2,1,1,1
1956,12,2,0,0,1,0,0
1957,0,6,2,6,0,1,1
1958,10,2,0,2,0,1,1
1959,0,2,4,0,1,1,1
1960,12,12,6,2,1,0,1
1961,10,12,2,2,1,0,1
1962,10,6,0,2,1,0,1
1963,4,6,0,2,0,0,1
1964,10,6,0,2,0,1,1
1965,2,0,4,4,1,0,0
1966,12,4,0,2,0,0,1
1967,6,4,0,2,0,1,1
1968,8,4,0,6,0,1,1
1969,8,4,6,2,0,1,1
1970,12,6,4,0,1,1,1
1971,10,4,2,4,1,1,1
1972,8,10,0,0,1,1,1
1973,10,6,2,4,1,1,1
1974,8,6,0,6,1,1,1
1975,12,4,4,0,1,1,1
1976,0,2,0,0,1,1,1
1977,4,0,0,6,0,1,1
1978,10,2,0,4,1,1,1
1979,10,8,2,2,0,1,1
1980,8,8,6,6,0,0,1
1981,12,0,0,2,1,1,1
1982,6,2,0,2,0,1,1
1983,0,6,0,2,1,1,1
1984,12,4,0,2,0,0,1
1985,12,6,0,2,0,1,0
1986,12,10,2,0,0,0,1
1987,4,6,2,4,1,1,1
1988,4,2,6,0,1,1,1
1989,12,0,2,2,1,1,1
1990,8,4,4,0,1,0,1
1991,8,0,0,2,1,1,0
1992,4,4,2,0,0,1,0
1993,10,0,2,4,1,1,1
1994,8,0,0,0,0,0,1
1995,4,6,4,2,1,1,1
1996,6,6,2,0,0,1,1
1997,12,4,2,4,1,1,1
1998,10,6,0,2,1,1,1
1999,8,0,0,2,1,1,1
2000,8,6,6,0,0,1,1
2001,8,4,6,2,0,0,1
2002,4,0,2,0,1,0,1
2003,10,2,0,2,0,1,1
2004,6,6,4,0,1,1,1
2005,4,4,0,0,0,1,1
2006,8,4,2,0,1,1,1
2007,10,4,0,4,1,1,1
2008,10,2,4,4,1,1,1
2009,4,6,6,2,1,1,1
2011,8,4,4,6,0,1,1
2012,8,8,0,4,0,0,1
2013,4,6,0,0,0,0,1
2014,10,10,6,0,1,1,1
2015,12,8,2,4,0,1,1
2016,8,8,2,0,1,0,1
2017,12,10,4,0,0,1,1
2018,8,2,2,6,1,1,1
2019,4,12,2,2,1,0,1
2020,6,0,0,2,0,1,1
2021,8,2,2,0,1,1,1
2022,12,4,2,2,1,1,1
2023,0,6,2,4,0,1,0
2024,10,6,2,0,1,1,1
2025,10,0,0,2,0,1,1
2026,10,0,0,2,0,1,1
2027,12,4,0,0,0,1,1
2028,4,12,0,0,1,1,1
2029,2,4,2,2,1,1,1
2030,10,6,0,0,0,0,1
2031,10,0,0,2,1,1,0
2032,10,4,0,0,1,1,1
2033,4,4,4,2,1,1,1
2034,10,4,6,6,0,1,1
2035,10,6,0,2,0,1,1
2036,10,4,6,0,1,1,1
2037,8,4,2,4,1,1,1
2038,2,4,0,0,1,1,1
2039,10,4,0,6,1,1,1
2040,4,6,4,2,1,1,1
2041,10,4,2,6,0,0,1
2042,8,4,0,2,1,1,1
2043,10,12,2,0,0,0,1
2044,10,4,6,0,0,1,1
2045,12,4,4,2,1,1,1
2046,8,0,4,0,0,1,0
2047,10,8,4,4,1,1,1
2048,12,4,2,6,1,1,1
2049,12,4,0,2,1,1,1
2050,0,0,4,2,1,1,1
2051,10,12,0,2,0,1,1
2052,10,4,2,4,0,1,1
2053,10,4,0,0,1,0,1
2054,6,2,6,0,1,1,1
2055,4,4,0,0,1,1,1
2056,0,2,6,0,1,1,1
2057,8,0,4,2,1,0,1
2058,12,4,0,0,0,1,1
2059,0,2,6,2,0,1,1
2060,10,4,2,2,1,0,1
2061,10,6,6,2,0,1,0
2062,4,6,4,0,0,1,1
2063,8,4,6,0,0,1,1
2064,12,2,0,2,1,1,1
2065,10,2,0,0,1,1,1
2066,4,8,2,0,0,0,1
2067,6,0,4,4,1,1,0
2068,8,0,0,4,0,1,1
2069,8,8,0,0,1,1,1
2070,10,0,0,2,1,0,1
2071,10,6,2,4,1,1,1
2072,10,4,2,4,1,1,1
2073,10,4,4,2,0,1,0
2074,10,4,6,2,1,1,1
2075,12,4,0,6,1,1,1
2076,0,0,2,0,1,1,1
2077,8,4,4,6,1,1,1
2078,8,4,2,0,1,1,1
2079,10,0,0,0,1,1,1
2080,10,0,0,6,0,1,0
2081,0,4,2,2,1,1,1
2082,4,0,0,6,1,1,0
2083,8,6,2,4,0,1,1
2084,10,4,2,0,1,1,1
2085,12,0,6,2,0,1,1
2086,2,0,0,2,1,1,1
2087,6,2,0,4,1,0,1
2088,6,6,4,4,1,1,1
2089,10,6,2,2,1,1,1
2090,10,0,6,6,0,0,1
2091,10,4,4,0,0,1,1
2092,8,2,4,4,0,1,1
2093,6,4,0,2,0,1,1
2094,8,4,4,6,0,1,1
2095,10,6,6,0,0,0,1
2096,2,6,0,0,1,1,1
2097,8,4,2,6,1,1,1
2098,2,4,2,4,1,1,1
2099,10,4,2,2,0,1,1
2100,8,4,0,2,1,1,1
2101,4,2,0,0,1,1,1
2102,6,4,0,0,1,0,1
2103,10,6,0,2,1,1,1
2104,12,4,0,4,0,1,1
2105,6,2,6,2,1,0,1
2106,6,10,2,4,0,1,1
2107,10,6,2,2,1,1,1
2108,10,4,0,0,1,1,1
2109,4,0,6,2,1,1,1
2110,10,0,2,0,1,1,1
2111,12,0,0,2,0,0,1
2112,10,4,2,2,1,1,1
2113,10,6,4,2,0,1,1
2114,6,6,4,4,0,1,1
2115,12,0,2,2,1,1,1
2116,10,6,4,2,0,1,1
2117,12,8,2,2,0,1,1
2118,8,6,0,2,0,1,1
2119,10,0,0,0,1,0,1
2120,10,4,2,6,1,1,1
2121,4,2,4,6,1,1,1
2122,6,8,4,2,0,1,0
2123,8,6,6,2,1,1,1
2124,12,10,4,2,1,0,1
2125,12,12,4,4,1,1,1
2126,0,10,2,2,0,1,1
2127,12,6,0,2,0,1,1
2128,6,2,0,0,0,1,1
2129,8,0,4,2,0,1,1
2130,12,0,0,2,0,0,1
2131,6,4,6,2,1,1,1
2132,8,0,6,0,1,1,1
2133,12,6,0,0,1,0,1
2134,6,0,2,0,1,1,1
2135,10,0,4,4,0,0,1
2136,6,4,4,0,1,0,1
2137,8,2,2,0,1,1,1
2138,12,4,4,0,0,1,1
2139,6,6,6,4,0,1,1
2140,12,0,4,0,1,1,1
2141,10,4,4,2,1,1,1
2142,12,4,2,0,1,1,1
2143,12,4,2,2,1,1,0
2144,6,6,0,2,1,1,1
2145,12,4,4,2,1,1,1
2146,10,0,2,4,0,1,1
2147,10,4,2,2,1,1,1
2148,10,4,2,0,1,1,0
2149,12,4,0,2,0,1,1
2150,0,4,0,2,1,1,1
2151,4,0,2,2,0,0,1
2152,12,4,2,4,1,1,1
2153,10,6,4,4,1,0,1
2154,10,4,2,2,1,1,0
2155,8,6,4,0,1,1,1
2156,4,4,4,4,1,1,1
2157,6,0,2,0,1,1,0
2158,10,0,2,4,1,1,1
2159,4,0,0,2,1,1,1
2160,0,2,0,6,0,0,1
2162,10,4,0,2,0,0,1
2163,12,6,2,2,1,1,1
2164,10,8,2,2,0,0,1
2165,8,0,2,0,0,0,1
2166,12,6,0,2,1,1,1
2167,10,4,4,0,0,0,1
2168,6,6,2,0,1,1,1
2169,10,2,2,2,0,1,1
2170,12,4,0,0,1,0,1
2171,12,0,2,2,0,0,1
2172,12,12,2,6,1,0,0
2173,12,0,2,0,1,1,1
2174,10,4,6,6,0,0,1
2175,10,0,4,2,1,1,1
2176,8,4,6,6,0,1,1
2177,8,6,0,0,0,1,1
2178,10,0,6,0,0,1,1
2179,12,4,2,2,1,0,1
2180,10,6,4,4,1,1,1
2181,4,4,2,0,1,1,1
2182,10,4,0,2,0,1,1
2183,12,4,4,0,0,0,1
2184,6,4,2,6,0,1,1
2185,12,4,2,0,1,1,1
2186,10,4,0,4,0,0,1
2187,8,4,4,6,1,1,1
2188,6,4,2,4,0,1,1
2189,6,0,6,2,1,0,1
2190,6,4,4,2,0,1,1
2191,10,4,2,6,0,1,1
2192,10,4,2,6,1,1,1
2193,2,4,2,6,1,0,0
2194,10,6,0,2,1,1,1
2195,8,2,0,4,1,0,1
2196,8,0,0,4,1,1,1
2197,8,4,4,2,0,0,1
2198,12,2,4,0,0,1,1
2199,12,4,2,0,0,0,1
2200,10,0,2,2,1,1,1
2201,12,6,6,0,1,1,1
2202,10,6,2,0,0,1,1
2203,8,4,4,2,1,1,0
2204,6,6,0,2,1,1,1
2205,10,6,0,0,0,1,1
2206,0,2,6,2,1,1,1
2207,6,6,2,2,1,1,1
2208,6,4,0,6,1,1,1
2209,10,4,0,2,0,0,1
2210,8,0,2,0,0,1,1
2211,0,4,4,0,0,1,1
2212,10,4,0,0,1,1,1
2213,4,4,2,2,0,0,1
2214,10,2,0,2,1,1,1
2215,2,4,0,0,1,1,1
2216,0,0,4,0,0,0,1
2217,4,2,0,4,1,1,1
2218,10,4,4,0,1,1,1
2219,10,4,4,4,1,1,1
2220,2,0,0,0,1,1,1
2221,12,0,0,2,1,1,1
2222,8,8,2,2,1,1,1
2223,12,4,0,2,0,1,1
2224,12,4,6,2,0,1,1
2225,10,4,2,4,1,0,1
2226,10,2,2,2,0,1,1
2227,12,0,0,0,0,1,0
2228,10,6,2,2,1,0,1
2229,0,0,2,0,1,1,1
2230,4,12,4,2,1,1,1
2231,12,4,6,2,1,1,0
2232,6,8,2,2,1,1,1
2233,12,6,2,0,0,1,1
2234,8,6,6,0,0,1,1
2235,4,0,0,4,1,1,1
2236,8,4,4,2,0,0,1
2237,10,4,0,0,0,1,1
2238,0,0,4,2,1,1,1
2239,10,6,2,6,0,1,1
2240,6,12,2,0,0,0,1
2241,6,0,0,4,0,1,1
2242,0,4,4,2,1,1,1
2243,12,0,2,2,1,1,1
2244,8,4,2,2,1,1,1
2245,10,2,2,6,0,0,1
2246,6,4,4,2,1,1,1
2247,12,6,2,0,1,0,1
2248,4,2,4,2,1,1,1
2249,12,0,0,0,0,0,1
2250,8,0,0,4,1,1,1
2251,10,12,2,6,0,0,1
2252,6,4,2,4,0,1,1
2253,4,4,0,2,1,1,1
2254,10,2,2,0,0,1,0
2255,10,4,2,2,1,1,1
2256,0,0,4,2,1,1,1
2257,4,4,0,2,0,0,1
2258,6,2,2,0,0,1,1
2259,4,4,2,2,1,0,1
2260,8,0,2,0,1,1,1
2261,6,4,4,0,1,1,1
2262,8,6,6,2,1,1,1
2263,4,4,0,0,0,0,1
2264,8,4,6,0,0,1,1
2265,10,4,2,4,0,1,1
2266,4,6,0,2,1,1,1
2267,12,4,0,2,0,1,1
2268,10,6,0,0,1,1,1
2269,8,4,0,4,0,1,1
2270,12,2,2,2,1,1,1
2271,12,0,6,0,1,1,0
2272,12,4,2,6,0,1,1
2273,8,4,0,2,0,1,1
2274,8,4,0,6,1,1,1
2275,8,6,2,4,1,1,1
2276,12,0,4,6,1,1,1
2277,8,0,2,2,1,0,1
2278,6,4,2,4,1,1,1
2279,2,0,4,2,0,0,1
2280,6,0,0,4,1,1,1
2281,0,4,4,4,0,1,1
2282,8,0,0,6,1,1,1
2283,12,6,6,4,1,1,1
2285,8,2,0,0,1,1,1
2286,6,0,0,4,1,1,1
2287,6,0,2,2,1,1,1
2288,8,6,4,2,1,1,1
2289,2,4,2,2,1,1,1
2290,4,4,0,6,1,0,0
2291,8,0,2,2,0,1,1
2292,8,8,0,0,0,1,1
2293,10,6,0,0,0,0,1
2294,10,2,2,4,1,0,1
2295,6,4,2,2,1,1,1
2296,12,4,4,6,1,1,1
2297,10,0,4,0,1,1,0
2298,10,4,0,0,1,1,1
2299,10,0,2,4,0,1,1
2300,8,0,0,6,0,1,1
2301,10,6,0,4,1,1,1
2302,10,6,0,0,0,1,0
2303,6,4,0,2,0,1,1
2304,4,0,0,0,1,0,1
2305,6,12,2,2,0,0,1
2306,12,6,6,0,1,1,1
2307,12,0,2,4,0,1,1
2308,0,0,2,0,0,1,1
2309,8,0,0,2,1,1,1
2310,2,4,0,4,1,1,1
2311,6,4,0,2,1,1,1
2312,8,0,2,6,1,1,0
2313,4,4,0,0,0,1,1
2314,6,4,6,4,0,1,0
2315,12,6,4,0,1,1,0
2316,8,4,2,4,1,0,1
2317,12,0,0,2,1,1,1
2318,10,0,2,2,1,1,1
2319,0,4,2,4,0,1,1
2320,4,2,4,0,1,1,1
2321,10,0,6,0,1,1,1
2322,10,6,4,0,0,1,1
2323,8,0,0,2,1,1,1
2324,6,0,2,2,0,1,1
2325,6,6,4,4,1,1,1
2326,8,4,0,0,0,1,1
2327,10,2,2,2,1,0,0
2328,12,4,2,2,0,1,1
2329,0,4,0,6,1,1,1
2330,12,2,0,4,0,0,1
2331,0,0,0,4,0,1,1
2332,8,6,6,4,1,0,1
2333,6,0,6,4,1,1,1
2334,4,8,0,4,1,0,1
2335,0,6,2,4,1,1,1
2336,4,0,6,0,0,0,1
2337,6,6,2,4,1,1,1
2338,10,6,2,2,1,1,1
2339,4,4,2,2,1,1,1
2340,10,0,0,0,1,1,1
2341,10,4,0,0,1,1,1
2342,10,6,0,6,1,1,1
2343,8,2,6,6,1,1,1
2344,8,0,2,0,1,1,1
2345,10,0,6,0,1,1,1
2346,12,6,0,4,1,0,1
2347,10,4,2,6,0,1,1
2348,8,4,2,6,0,1,1
2349,10,4,2,4,1,1,0
2350,8,4,0,4,1,1,1
2351,10,4,2,4,1,1,1
2352,6,4,0,2,0,1,1
2353,8,0,2,0,1,1,1
2354,6,4,4,4,1,1,1
2355,10,6,2,2,1,1,1
2356,8,10,4,6,1,1,1
2357,2,4,6,2,1,1,1
2358,6,4,2,0,1,1,0
2359,10,4,2,0,0,1,0
2360,0,4,2,0,1,1,1
2361,8,0,6,2,1,1,1
2362,10,4,0,4,1,0,1
2363,2,4,2,6,0,1,1
2364,10,4,0,4,0,1,1
2365,10,6,4,4,1,1,1
2366,4,4,2,0,0,1,0
2367,4,4,0,2,0,1,1
2368,12,6,0,0,1,0,1
2369,12,4,0,2,0,0,1
2370,10,4,2,0,0,1,1
2371,8,4,2,6,0,1,1
2372,12,4,4,0,1,1,1
2373,8,6,0,0,1,1,1
2374,8,4,6,2,1,0,1
2375,6,4,0,4,1,1,1
2376,10,0,6,2,1,1,1
2377,10,4,0,2,0,1,1
2378,10,0,2,0,0,1,1
2379,10,4,2,0,1,1,1
2380,6,6,0,2,1,1,1
2381,12,0,0,4,0,1,0
2382,12,4,4,0,0,1,1
2383,10,4,2,4,1,1,1
2384,10,0,4,0,0,1,1
2385,8,4,2,0,1,1,1
2386,10,6,2,2,1,0,0
2387,12,4,6,6,0,1,1
2388,12,6,4,0,0,0,1
2389,6,0,4,4,1,1,1
2390,10,10,0,0,1,1,1
2391,12,10,4,2,0,1,0
2392,10,2,0,0,1,1,0
2393,12,8,4,2,0,1,0
2394,8,0,0,0,0,1,1
2395,10,4,2,0,1,0,0
2396,8,4,0,4,1,1,1
2397,8,2,2,6,0,1,1
2398,10,4,0,4,1,1,1
2399,2,4,2,2,0,1,1
2400,10,8,4,4,1,0,1
2401,0,0,0,0,0,0,1
2402,12,6,6,4,0,1,1
2403,10,6,4,4,0,1,0
2404,8,0,2,0,1,1,1
2405,10,8,0,2,1,1,1
2406,10,0,6,0,1,0,1
2407,6,0,6,2,0,1,1
2408,6,6,6,2,0,1,1
2409,12,10,0,2,1,0,1
2410,6,4,2,4,1,1,1
2411,8,4,0,0,1,1,1
2412,10,6,0,2,0,0,1
2413,4,2,0,0,0,1,1
2414,12,6,6,4,0,1,1
2415,8,0,0,6,1,1,1
2416,6,4,2,2,1,1,1
2417,4,4,2,0,1,0,1
2418,4,6,0,0,0,1,1
2419,12,0,2,4,1,1,1
2420,12,4,4,6,1,1,1
2421,10,0,0,0,1,1,0
2422,4,4,2,2,1,1,0
2423,10,6,0,0,0,1,1
2424,10,4,2,0,0,0,1
2425,10,4,0,6,0,1,0
2426,10,4,6,0,1,1,1
2427,2,2,4,6,0,0,1
2428,6,8,4,6,1,1,1
2429,12,4,0,6,0,1,1
2430,10,4,0,4,0,1,0
2431,2,4,2,4,1,1,1
2432,6,6,2,4,1,1,1
2433,10,4,2,2,1,0,1
2434,12,0,0,0,1,0,1
2435,8,2,0,4,0,1,1
2437,8,6,4,2,0,0,1
2438,8,6,0,0,1,1,1
2439,10,4,2,2,0,1,0
2440,10,4,0,2,1,1,1
2441,8,4,0,0,1,1,1
2442,10,2,0,0,1,1,1
2443,0,0,0,6,0,1,1
2444,10,6,4,2,0,1,1
2445,4,4,2,0,0,1,1
2446,12,10,2,0,1,1,1
2447,12,6,0,4,0,1,1
2449,12,2,2,0,1,1,0
2450,10,4,0,0,1,1,1
2451,2,6,4,2,1,1,1
2452,12,6,0,0,1,1,1
2453,4,4,0,4,1,1,0
2454,6,4,0,6,1,1,1
2455,10,4,6,0,1,1,1
2456,8,4,0,2,0,1,1
2457,10,2,6,2,0,1,1
2458,10,12,6,4,0,1,1
2459,0,6,2,2,1,1,1
2460,12,4,4,2,0,1,1
2461,8,4,2,0,0,1,1
2462,2,4,0,2,1,0,1
2463,2,4,4,2,1,0,1
2464,12,8,2,4,1,1,1
2465,10,4,2,2,0,1,0
2466,10,4,6,6,1,1,1
2467,10,6,4,0,0,0,1
2468,10,8,2,0,1,1,1
2470,4,0,0,0,0,1,1
2471,12,4,4,2,0,1,1
2472,10,6,4,2,0,1,1
2473,2,0,0,4,1,1,0
2474,12,4,4,4,0,1,1
2475,0,4,6,0,1,1,1
2476,8,4,4,2,1,1,1
2477,10,4,2,2,1,1,1
2478,2,8,0,2,1,1,1
2479,2,0,0,4,1,1,1
2480,10,4,2,0,1,0,1
2481,12,2,2,2,1,1,1
2482,12,4,4,4,0,0,1
2483,10,4,6,4,0,1,1
2484,12,0,0,0,0,1,1
2485,12,4,2,2,1,1,1
2486,6,4,6,2,1,1,1
2487,12,2,2,2,1,0,1
2488,10,2,0,2,0,1,1
2490,6,6,2,0,0,1,1
2491,12,6,4,4,1,1,1
2492,8,4,2,2,0,1,0
2493,8,6,4,4,1,1,1
2494,12,6,0,6,1,1,1
2495,4,0,2,2,1,1,1
2496,8,8,0,2,1,1,1
2497,12,4,2,2,0,1,0
2498,12,4,0,0,0,1,1
2499,8,0,0,2,1,0,1
2500,10,0,2,6,0,1,1
2501,10,4,0,4,1,1,1
2502,10,6,2,0,0,1,0
2503,12,6,2,0,1,1,1
2504,10,4,2,4,1,1,0
2505,8,6,4,2,0,0,1
2506,12,4,0,2,1,1,1
2507,12,12,2,0,1,1,1
2508,12,6,0,0,1,1,1
2509,8,4,6,2,1,1,1
2510,12,6,6,2,0,1,1
2511,8,0,4,4,1,0,1
2512,10,6,2,0,1,0,1
2513,2,8,0,2,0,1,1
2514,2,0,0,6,1,1,1
2515,12,4,0,4,0,1,1
2516,8,0,4,4,0,1,1
2517,6,4,2,2,1,1,1
2518,6,0,2,0,1,1,1
2519,8,0,0,2,0,1,1
2520,4,6,0,2,0,1,1
2522,6,4,0,0,0,0,1
2523,6,4,0,2,1,1,1
2524,10,4,6,2,1,0,1
2525,12,4,4,2,1,1,1
2526,0,4,0,6,1,0,1
2527,2,4,0,2,1,0,1
2528,10,2,6,2,1,1,1
2529,4,4,2,0,0,1,1
2530,12,4,0,0,1,1,1
2531,8,4,2,0,0,1,1
2532,2,2,4,2,0,1,1
2533,12,6,0,2,1,0,1
2534,4,4,0,0,1,1,1
2535,10,6,0,2,1,1,0
2536,10,6,0,4,0,1,1
2537,10,0,2,2,0,1,1
2538,12,4,0,2,1,1,1
2539,10,12,4,4,1,1,1
2540,8,4,0,0,0,0,1
2541,12,0,0,2,1,1,1
2542,8,4,0,0,1,1,1
2543,12,0,6,0,0,1,1
2544,10,4,0,2,1,1,1
2545,0,2,2,0,1,1,1
2546,4,4,6,2,1,1,0
2547,12,6,0,0,1,1,1
2548,8,4,0,0,0,0,1
2549,12,4,2,2,1,1,1
2550,8,2,0,2,0,1,0
2551,12,0,0,0,1,1,1
2552,10,10,0,4,0,1,1
2553,12,0,6,2,0,1,1
2554,12,4,2,0,1,1,0
2555,6,4,0,0,1,1,1
2556,12,6,0,0,1,0,1
2557,6,10,2,2,0,1,1
2558,0,6,0,0,1,1,1
2559,10,4,0,0,1,1,1
2560,10,4,0,2,0,1,1
2561,10,4,6,0,1,0,1
2562,12,4,2,2,0,0,1
2563,10,4,0,2,1,1,0
2564,12,0,2,2,1,1,1
2565,4,0,2,2,0,0,1
2566,10,4,0,6,0,1,1
2567,10,4,2,4,1,0,1
2568,10,6,4,2,1,0,1
2569,6,4,2,4,0,1,1
2570,10,12,0,0,1,0,1
2571,12,2,2,2,0,0,1
2572,2,2,2,0,1,1,1
2573,0,0,4,4,1,0,1
2574,4,4,0,2,0,1,1
2575,0,6,6,4,0,1,1
2576,6,2,0,2,1,1,1
2577,8,6,6,2,1,0,1
2578,12,2,2,6,0,1,1
2579,4,4,4,4,1,0,1
2580,4,0,2,2,1,0,1
2581,2,0,2,6,1,1,1
2582,0,6,2,4,1,1,1
2583,12,4,2,2,0,0,1
2584,4,6,0,4,0,1,1
2585,10,4,6,4,0,1,0
2586,8,0,4,6,0,1,0
2587,10,4,4,0,0,1,1
2588,10,4,0,0,1,1,1
2589,8,6,4,0,0,1,1
2590,12,4,0,2,1,1,1
2591,6,0,0,0,0,0,1
2592,8,4,4,4,1,1,1
2593,0,4,6,2,1,0,1
2594,10,4,2,4,1,1,1
2595,4,4,4,0,1,1,0
2596,8,6,4,6,1,1,1
2597,8,12,6,6,1,1,1
2598,10,6,2,4,1,0,0
2599,10,4,2,2,1,1,1
2600,12,4,0,0,1,1,1
2601,8,0,0,2,0,1,1
2603,4,0,6,4,1,1,1
2604,10,6,4,2,0,1,1
2605,6,4,2,4,0,0,1
2606,8,2,0,2,1,1,1
2607,4,0,2,4,1,1,1
2608,10,4,0,2,1,0,1
2609,12,0,6,6,0,1,0
2610,6,4,6,4,1,1,1
2611,10,0,0,4,1,1,1
2612,10,8,0,0,1,1,1
2613,4,0,6,4,1,0,1
2615,10,2,0,2,1,0,1
2616,6,4,2,0,0,1,1
2617,8,6,0,2,0,0,1
2618,12,4,2,2,1,0,1
2619,10,0,6,0,1,1,1
2620,4,4,4,0,1,1,1
2621,4,6,2,0,1,1,1
2622,12,6,0,2,0,1,1
2623,10,4,0,2,1,1,1
2624,4,4,0,0,1,1,0
2625,10,4,2,2,0,1,1
2626,4,6,2,0,1,1,1
2627,2,6,6,2,0,1,1
2628,8,4,2,0,1,1,1
2629,12,4,0,4,1,0,1
2630,8,4,2,0,1,1,1
2631,10,0,0,4,0,1,1
2632,10,0,2,6,1,0,1
2633,12,6,0,6,1,1,1
2634,12,12,0,2,0,1,1
2635,8,4,0,2,1,1,1
2636,8,6,0,2,1,0,1
2637,8,6,4,2,0,1,1
2638,6,4,2,0,1,1,1
2639,10,4,0,2,1,0,1
2640,8,4,2,2,1,1,1
2641,12,2,4,0,1,1,1
2642,0,4,2,2,1,1,1
2643,0,4,0,2,0,1,1
2644,8,4,4,2,0,0,1
2645,10,4,0,2,1,0,1
2646,12,4,4,4,0,1,1
2647,12,4,2,6,0,1,1
2648,6,10,6,2,0,1,1
2649,6,10,0,2,0,1,1
2650,6,6,0,4,1,0,1
2651,10,2,2,2,1,1,1
2652,12,2,4,2,1,1,1
2653,10,4,4,2,1,1,1
2654,4,4,2,0,1,1,1
2655,8,4,0,0,0,1,1
2656,0,0,0,2,1,1,1
2657,6,0,2,2,0,1,1
2658,6,0,0,0,0,1,1
2659,12,0,2,4,0,1,1
2660,8,8,2,2,1,0,1
2661,10,6,4,4,0,1,1
2662,8,8,0,4,0,0,1
2663,10,4,0,2,1,0,1
2664,12,0,6,0,1,0,1
2665,10,2,4,4,1,0,1
2666,6,8,0,4,1,1,0
2667,12,4,4,2,0,1,1
2668,10,0,4,0,0,1,1
2669,4,4,0,4,0,0,1
2670,10,4,4,0,1,1,1
2671,6,10,0,2,1,1,1
2672,10,4,2,2,1,0,1
2673,6,4,2,0,1,1,1
2674,2,2,6,0,0,1,1
2675,8,6,0,6,1,1,0
2676,10,0,2,2,0,0,1
2677,4,0,4,0,1,1,1
2678,10,4,6,0,0,1,1
2679,6,6,2,2,1,1,1
2680,12,4,2,2,0,1,1
2681,6,6,4,4,1,1,1
2682,10,4,4,4,1,0,0
2683,12,6,0,4,1,1,1
2684,8,4,0,2,1,1,1
2685,10,4,0,0,0,1,0
2686,6,10,2,2,1,1,1
2687,8,4,2,4,1,0,1
2688,12,2,0,0,1,1,1
2689,10,2,4,6,1,0,1
2691,8,6,4,2,1,1,1
2692,6,2,0,2,1,1,1
2693,4,6,0,4,1,1,1
2694,2,6,4,4,1,0,1
2695,10,0,0,2,0,0,1
2696,6,4,4,2,1,1,1
2697,4,4,4,2,1,0,1
2698,8,0,2,2,1,1,1
2699,2,8,4,4,1,1,0
2700,6,4,2,4,1,1,1
2701,8,4,4,2,1,1,1
2702,10,4,2,4,0,0,1
2703,12,6,4,2,1,0,1
2704,10,4,2,4,0,1,1
2705,8,4,4,0,1,1,1
2706,0,2,0,2,0,1,1
2707,8,6,2,2,0,0,1
2708,6,4,2,6,0,0,1
2709,6,4,0,6,0,1,1
2710,4,0,0,2,0,1,1
2711,10,6,0,0,1,1,1
2712,10,0,4,2,0,1,1
2713,10,4,6,4,1,0,1
2714,10,4,0,4,1,1,1
2715,8,4,6,4,0,0,1
2716,8,8,2,2,0,0,1
2717,10,4,6,4,1,1,1
2718,6,6,0,2,0,1,1
2719,12,10,2,6,0,1,1
2720,6,6,0,6,0,1,1
2721,4,4,4,2,1,0,1
2722,12,4,2,6,1,1,1
2723,8,10,2,4,1,0,1
2724,10,4,0,2,1,1,1
2725,2,0,2,2,0,1,1
2726,2,0,6,4,0,1,1
2727,8,0,0,4,1,1,1
2728,12,6,4,0,1,1,1
2729,10,4,2,4,1,1,1
2730,10,4,0,6,0,1,1
2731,12,6,0,2,0,1,1
2732,8,6,0,2,1,0,1
2733,6,4,6,0,0,1,1
2734,8,6,0,0,1,1,1
2735,12,12,6,6,1,0,1
